amp0,amp1,amp2,amp3,amp4,amp5,amp6,amp7,amp8,amp9,amp10,amp11,amp12,amp13,amp14,amp15,amp16,amp17,amp18,amp19,amp20,amp21,amp22,amp23,amp24,amp25,amp26,amp27,amp28,amp29,amp30,amp31,amp32,amp33,amp34,amp35,amp36,amp37,amp38,amp39,amp40,amp41,amp42,amp43,amp44,amp45,amp46,amp47,amp48,amp49,amp50,amp51,amp52,amp53,amp54,amp55,amp56,amp57,amp58,amp59,amp60,amp61,amp62,amp63,offset0,offset1,offset2,offset3,offset4,offset5,offset6,offset7,offset8,offset9,offset10,offset11,offset12,offset13,offset14,offset15,offset16,offset17,offset18,offset19,offset20,offset21,offset22,offset23,offset24,offset25,offset26,offset27,offset28,offset29,offset30,offset31,offset32,offset33,offset34,offset35,offset36,offset37,offset38,offset39,offset40,offset41,offset42,offset43,offset44,offset45,offset46,offset47,offset48,offset49,offset50,offset51,offset52,offset53,offset54,offset55,offset56,offset57,offset58,offset59,offset60,offset61,offset62,offset63,pw0,pw1,pw2,pw3,pw4,pw5,pw6,pw7,pw8,pw9,pw10,pw11,pw12,pw13,pw14,pw15,pw16,pw17,pw18,pw19,pw20,pw21,pw22,pw23,pw24,pw25,pw26,pw27,pw28,pw29,pw30,pw31,pw32,pw33,pw34,pw35,pw36,pw37,pw38,pw39,pw40,pw41,pw42,pw43,pw44,pw45,pw46,pw47,pw48,pw49,pw50,pw51,pw52,pw53,pw54,pw55,pw56,pw57,pw58,pw59,pw60,pw61,pw62,pw63,time
32000,16000,10666,8000,6400,5333,4571,4000,3555,3200,2909,2666,2461,2285,2133,2000,1882,1777,1684,1600,1523,1454,1391,1333,1280,1230,1185,1142,1103,1066,1032,1000,969,941,914,888,864,842,820,800,780,761,744,727,711,695,680,666,653,640,627,615,603,592,581,571,561,551,542,533,524,516,507,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640,660,680,700,720,740,760,780,800,820,840,860,880,900,920,940,960,980,1000,1020,1040,1060,1080,1100,1120,1140,1160,1180,1200,1220,1240,1260,1280,5000
