amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,amp,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,offset,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,phaseadd,time
32000,10667,6400,4571,3556,2909,2462,2133,1882,1684,1523,1391,1280,1185,1103,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,60,100,140,180,220,260,300,340,380,420,460,500,540,580,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
